date,ET_0
2024-10-01,3.73265346426283
2024-10-02,3.518337156780693
2024-10-03,3.6911710916368827
2024-10-04,4.1222717662809645
2024-10-05,3.3976307920436617
2024-10-06,3.213589366032791
2024-10-07,2.6949423345619388
2024-10-08,1.7361275953318296
2024-10-09,2.967748523325201
2024-10-10,4.67740839431376
2024-10-11,3.8751067794447436
2024-10-12,2.5030175841524804
2024-10-13,2.6634499651765284
2024-10-14,4.096635741017465
2024-10-15,5.051852680928273
2024-10-16,3.4634183446672746
2024-10-17,1.39216800984793
2024-10-18,2.1880289486447775
2024-10-19,4.5711719831954225
2024-10-20,2.297824529033222
2024-10-21,1.0704662611489966
2024-10-22,1.5651930472468207
2024-10-23,2.9540623227209064
2024-10-24,2.1609067089617797
2024-10-25,1.927843527447775
2024-10-26,1.7914416594520017
2024-10-27,2.477851453662558
2024-10-28,2.158044675054353
2024-10-29,2.754584682366251
2024-10-30,2.0447794311655914
2024-10-31,1.7194102961620932
2024-11-01,1.990947999824275
2024-11-02,1.98631230050959
2024-11-03,2.7344364995362036
2024-11-04,5.052487198727213
2024-11-05,1.991655440363494
2024-11-06,2.2788714303098843
2024-11-07,3.419721105982133
2024-11-08,2.170521781137906
2024-11-09,1.4683717866803716
2024-11-10,1.679621648716485
2024-11-11,1.782746930148227
2024-11-12,0.9156642895769302
2024-11-13,0.4632581045321302
2024-11-14,0.45935171484335413
2024-11-15,0.5725377161219167
2024-11-16,1.4736760009392844
2024-11-17,2.5533742420233225
2024-11-18,2.038264806401612
2024-11-19,1.5998375596945333
2024-11-20,1.2121065663970112
2024-11-21,1.307653880668916
2024-11-22,1.8551556828205873
2024-11-23,0.7438849872429658
2024-11-24,0.728739862993884
2024-11-25,2.0551570896048723
2024-11-26,3.5645489127105647
2024-11-27,3.906001793647199
2024-11-28,3.8798054365833705
2024-11-29,3.3451488794942517
2024-11-30,0.9968550842208548
2024-12-01,1.353561561178803
2024-12-02,3.302424448335441
2024-12-03,1.6699234681685398
2024-12-04,0.5374575290714831
2024-12-05,0.7026418139888241
2024-12-06,1.074741909567493
2024-12-07,1.8713073543889984
2024-12-08,1.2637784984982634
2024-12-09,1.3690531830527102
2024-12-10,1.1798788291670281
2024-12-11,1.7229625871521603
2024-12-12,0.8136731282179477
2024-12-13,2.4329712314616985
2024-12-14,1.3138358855567447
2024-12-15,1.5902485475525991
2024-12-16,1.2544168802950664
2024-12-17,1.9535027659077107
2024-12-18,1.6569740140284606
2024-12-19,1.3225071120152592
2024-12-20,1.3127204529407128
2024-12-21,1.7817357338506654
2024-12-22,1.131761452604803
2024-12-23,1.0832549826362907
2024-12-24,0.8652181555502658
2024-12-25,1.0146800752276053
2024-12-26,2.155843506317443
2024-12-27,1.4308968391397303
2024-12-28,1.79162656418392
2024-12-29,2.29913457831532
2024-12-30,1.6610936412543054
2024-12-31,2.190422582610321
2025-01-01,2.527733072018496
2025-01-02,2.4223375569839307
2025-01-03,0.8589261948612799
2025-01-04,1.6222572646796347
2025-01-05,2.402734728078963
2025-01-06,2.190105109641462
2025-01-07,2.2883204534839647
2025-01-08,2.425286459912056
2025-01-09,1.279719149879839
2025-01-10,1.4639996869463376
2025-01-11,2.3504101940061903
2025-01-12,2.117301257655688
2025-01-13,3.018310213204443
2025-01-14,3.1238793968638183
2025-01-15,2.187602983596937
2025-01-16,1.6009864632553648
2025-01-17,2.4882169262934375
2025-01-18,3.7917624267379115
2025-01-19,2.52523307862744
2025-01-20,2.3759611345265528
2025-01-21,2.775289629805528
2025-01-22,4.213994657000777
2025-01-23,2.551982001161425
2025-01-24,2.2844440637260908
2025-01-25,1.7019405616019634
2025-01-26,1.8127713616643866
2025-01-27,1.6898056118230214
2025-01-28,1.611112073010164
2025-01-29,1.3755309006643666
2025-01-30,2.281615148179556
2025-01-31,1.3904441708146056
2025-02-01,1.2297596275468283
2025-02-02,1.0375164294230368
2025-02-03,1.465883098316378
2025-02-04,1.718208376050088
2025-02-05,2.3861236811873656
2025-02-06,2.9401043623225136
2025-02-07,2.028517279398465
2025-02-08,1.1450944957325877
2025-02-09,1.5287532281961957
2025-02-10,2.150328316290747
2025-02-11,0.8496150472176894
2025-02-12,1.581924441520143
2025-02-13,2.6960457103182374
2025-02-14,2.960034503459036
2025-02-15,3.614640290730842
2025-02-16,4.038558070756844
2025-02-17,3.2259086400234853
2025-02-18,3.3057529651283213
2025-02-19,3.922297542697786
2025-02-20,1.3892659947145412
2025-02-21,0.5902108749817541
2025-02-22,1.5711076829563193
2025-02-23,2.3079580107750957
2025-02-24,2.4503225025720234
2025-02-25,3.108310390640257
2025-02-26,3.061906736158311
2025-02-27,2.0614261364855473
2025-02-28,1.8726337056309377
2025-03-01,1.7189074426309436
2025-03-02,1.316533991103652
2025-03-03,2.985123183578278
2025-03-04,2.2130864481920036
2025-03-05,0.991983998680361
2025-03-06,2.0131700045780905
2025-03-07,2.2736002408756106
2025-03-08,1.7875457700236284
2025-03-09,1.8899139054755192
2025-03-10,2.071782874703786
2025-03-11,1.3123300056843727
2025-03-12,2.874068202672683
2025-03-13,2.4348567222158892
2025-03-14,3.062989602393965
2025-03-15,3.1166670584207976
2025-03-16,3.575874811267102
2025-03-17,4.338708329007332
2025-03-18,3.140316226327834
2025-03-19,3.2486186370080445
2025-03-20,4.738882671369735
2025-03-21,6.534021468926438
2025-03-22,6.348600465263494
2025-03-23,8.001787127585379
2025-03-24,7.738019380224384
2025-03-25,7.495810276604139
2025-03-26,6.008071225260381
2025-03-27,4.467650987228249
2025-03-28,6.015550377397551
2025-03-29,3.6448310203489434
2025-03-30,3.4154465367882136
2025-03-31,4.317737735202993
2025-04-01,6.340989522834494
